Sentiment,Label
naggibo palan pandemya,neutral
kadaklan tawo nanglungsi nagkailang,negative
nauda iba naggalin palan,neutral
nagtipon ngamin taga kamayanan,neutral
nagadit nakatakot tawo nagkailang,negative
gigibuwon nguwan,neutral
magtago magsirong anggan maubos ilang,negative
nagtindog tandang turo nagkanta,positive
magbayli bumirik pirawon aangin magpainit,positive
antinganting kamayanan kanatong rumrumon,positive
pandemyang kanatong sugpuon,negative
iring ingan naging tarawanan,positive
sabi nakakapay gayod kagurangan,positive
linnukso pinnurbar igin atan,positive
iwag kamot madadaog virus an,positive
tinnunga maating korona v,neutral
mabuway raw unga sadiri,neutral
inatubang virus atan makusog boot isip pirmi,positive
nagkanta abang nagbabayle,positive
madadaog virus,positive
ligtas kamayanan kanyang nasabi,positive
pagugas kamot gibuwon,positive
sabon tubig kanatong gamiton,neutral
ugasan iludan kamot pirming linigan,positive
ilang virus dadaugon malilikayan,positive
korona v nayugyog nagkubogkubog,negative
namanhid natunow linnubog,neutral
tunay kapangyarihan tinnunga,positive
malinig kamot anting anting,positive
iba ibang kamot nagsirang,negative
ibinandera palibot banwaan,positive
kanatong sadiri pirming aasahan,positive
kalamidad kanatong malalampasan lambang nagtitinabangan,positive
banwaan kamayanan,positive
puon kadto nagkakausad nagtitinabangan,positive
kamot pirming liniligan,positive
kandang sadiri napuprotektan,positive
isay magiging maestra ireskwelan,positive
itay migluog nako ireskwelan unga igin,neutral
kintana kinding diri sigurado kuno ireskwelan purmidyo covid19,negative
nguna magadal baloy sabi papa igin,positive
isay magigin maestra unga igin,neutral
syempre mama,positive
simbag kagigin,positive
itutturo ninyo kanaka sabi igin,neutral
dakol,neutral
tutturuan ikang magbasa magsurat magbilang,positive
migdrowing sabi kagigin,positive
uda pisarra,neutral
migsurat sabi igin,neutral
dakol amaduduag tang karton,positive
edi miggibo,positive
simbag papa,positive
uda tsok isusurat unga igin,neutral
uda kan problema,neutral
dakol saray tang uring,neutral
adto gigibuwon tang tsok sabi kagigin,positive
gagamiton tang pangkolor unga igin,neutral
agko lumang pangkolor many,neutral
pwede adtong gamiton,positive
simbag papa,positive
gusto maging kag igin tulos sabi igin,positive
tauno gusto tulos maging kagigin unga papa,neutral
gusto kayang maging maestro,positive
kagigin palan maestro sabi igin,positive
hahaha talaga bunso pigpapatawa papa nakangising sabi kagigin,positive
inuunga igin isay magiging paratutturo noya iriskwelan,neutral
simbag papa nagsimbag unga adto,positive
nangalas igin simbag,positive
raw sinabi papa,neutral
isay pinakamakusog buot,neutral
kadlagan bibilangon ayop umiinom sadto sapa maginom tubig,neutral
kayang mingyari agko leon umabot maginom tubig sadto sapa,neutral
agko elepante paiyan sadto sapa nganing miginom tubig,neutral
agko darwang giraffe miginom tubig sadto sapa,neutral
agko tulong damulag upat gamgam,neutral
ngamin sinda paiyan sadto sapa nganing miginom tubig,neutral
agko limang impala unom baboy ramo paiyan sadto sapa nganing maginom tubig,neutral
agko pitong palaka walong isura naglalangoy sadto sapa,neutral
agko siyam zebra miginom tubig sadto sapa,neutral
agko leon nagabot maginom tubig sadto sapa,neutral
isay raw pinakamakusog buot magpadagos nganing maginom tubig,neutral
istorya tulong kinaban,positive
ineenganyo kagsurat ilustrador canvas hiras kading libro pagkasurat lokal bibisaranon alagad pinakikiusip diri pagbaguwon ladawan,positive
mabalos,positive
aldow kakawuyan nagpuon ng magkusog kalayo,negative
napiritan gumalin ngamin ayop,negative
agko hummingbird nagpawatak,positive
naglayog paiyan salog tinnuka gatikat tubig naglayog pabalik isinigbo sadto kalayo,positive
pabalik balik hummingbird naglalayog paiyan salog nagsasaldok tubod tubig isisigbo sadto kalayo,positive
diri makatubod ayop nagsisilong arayo pangpang,negative
pinag ngisyan pinagkantyawan hummingbird,negative
silong ginigibo unga ayop,neutral
uda alangan kalmadong sinnimbag so hummingbird ginigibo kun,positive
paraapon bituon,positive
aldow agko nagagiaging lalaki gilid kadagatan,neutral
nakabayad syang ribo kan starfish naianod pangpang,positive
nakasilong siya gilid dagat agko siya nabayad iiwag bagana nagbabayli,positive
arani siya nabayad babayi palan adtu diri siya nagbabayli,positive
kinding nagirarum siya namumurot starfish minamaanan sindang ibinabalik paiyan dagat,positive
binauy siya maray ramrag unong ginigibo,neutral
napundo igin babayi nanilong silong nagsimbag,neutral
binabalik ding starfish paiyan dagat marig diri sinda matigbak,neutral
diri isip sabi kan lalaki,neutral
lakadakol siton starfish,positive
uda migbago,negative
nagirungog sana igin babayi,negative
tapos nagungko siya nagpurot nanggad starfish inapon sadtu dagat agi dakulong alon,negative
sinilngan nanggad lalaki nagngirit sinabing nya agko baga nabago,positive
hari anggan maharlikhang kawoy,positive
gab e agko matakot pangiturogan hade,neutral
napangituroganan habang nakalunad siya kabayo paiyan mauswag kabukidan nagsabi ah angin katimogan magmaan nangag uulogan kawoy magmaan uulogan kawoy,negative
dawa luway anggan punok sanang innaangin nakatakot pananggad hade,negative
pinabirik ah kabayo sabay luwas sadto katatanuman,neutral
sunod aldow nagmanda hade putolon ngamin kawoy pagrurugaring,negative
diri gugustohun maulogan kawoy igin sabi,negative
aalinun kakakawuyan,negative
tapos migtanom sana gulay,positive
uyon tawo pagboot hade,positive
makakapili magayon klase kawoy magagamit ninda pantugrok baloy anggan makagibo kagamitan habang iba ipapabakal,positive
namuya ginnaan buot hade naputol ngamin kawoy,positive
diri namuya tawo,negative
nagsisirbing istaran bayong anggan nagtatao ah kawoy trabaho paragibo baluy anggan paraputol,positive
naudaan sinda trabaho pati bayong,negative
alagad uda kawoy naging malain ah panawon,negative
natigbak pananom gulay,negative
uda maginibo ah tawo kundi silngan kandang natad agko nagkakayat putol masitas,negative
napurisaw hade,negative
nagiyan siya utro kabukidan baydon ah naraot kapalibotan,negative
uda kawoy uda migsangga makusog angin,negative
nagkararaot tanom anggan masitas,negative
pinanluya hade nabayad,negative
abang naka ungko nagpapaingalo hade likod kabayo,neutral
narungog utro angin nagsasabing magmaan naguulogan kawoy magmaan naguulogan kawoy,negative
istorya ayop kapalibutan kun pauno minamaanan kanatong kinaba,neutral
manay manay tauno laka asul langit,neutral
agko lalaking igin kadakol unga kanyang ngod babayi,neutral
isi masisimbagan manay unga,positive
kasa pirmi ading nagbabasa libro,positive
ngangalas so lalaking igin tauno kulay asul langit,neutral
tauno kolor asul langit,neutral
manay manay ngangalas,neutral
iniisip nonoy iniisip,neutral
ngangalas ngangalas tauno laka asul langit,neutral
silong nonoy silong,neutral
silong silong,neutral
silong,neutral
baka yan langit,neutral
yan magkabaligtaran dagat agko barkon panganuron naglutowlutow,neutral
uyan dakulong silag supot,neutral
nakaunat magkabaligtaran dagat diri maulog,neutral
alagad minsan supot nagagasi gatikot,negative
sadto arug supot uuran,neutral
silong asul dagat,neutral
dagat asul dagat,neutral
matibay manay ngani,positive
ay talaga nonoy talaga,positive
baad mananggad alagad so nabasa libro,neutral
buko uyan sabi,neutral
palan sabi manay,neutral
palan kuno,neutral
silong nonoy silong,neutral
silong silong,neutral
sabihon kanako nonoy silong,neutral
silong agko babaying gurang nakaistar san langit,neutral
naglalaba dakulong gumit kada gab e,neutral
tapos binubulad irarom aldow kada ramrag marig mamara,positive
nagmamaan gurang babayi pinapagubatan binulad gamit batong panganuron,neutral
marig makusog angin diri ipadpad,neutral
silong asul kolor langit gurang babayi langit binubulad so dakulong gumit irarom aldow mamara,positive
matibay manay ngani,positive
ay talaga nonoy talaga,neutral
baad mananggad alagad so nabasa libro buko uyan sabi ninda,neutral
palan sabi ninda manay palan kuno,neutral
silong nonoy silong,neutral
silong baka kadtong panahon kapistahan kolor,positive
naudaan so bakalan ngamin kulay pwera asul,negative
silong aldow adto agko dakulong panganuron asul anggang nakaabot adto itaas taasan,positive
abot langit,positive
alagad so babaying gurang nakaistar san taas,neutral
ginugusgus langit araaldow,positive
gamit panganuron gapas marig maalin ligta,positive
iling yan rason tauno asul langit,positive
uli ligtang dipisil maalin,negative
nakapakapay babaying gurang,neutral
matibay manay ngani,positive
ay talaga nonoy talaga,neutral
baad mananggad alagad so nabasa libro buko uyan sabi ninda,neutral
palan sabi ninda manay,neutral
palan kuno silong nonoy silong,neutral
sabi ninda agko maibog isapoy angin nakapalibot kanatong asul berdeng kinaban,positive
tinayian so isapoy milyon matutubis bagay alok molecules,neutral
sabi ninda atmosphere alok angin isapoy,neutral
alagad tauno asul kolor langit manay tauno asul kolor langit,neutral
maging mapagpasensya nonoy maging mapagpasensya nguwan,positive
sabi ninda bulawan silaw galin aldow buko talagang bulawan alagad puti,neutral
balangaw puti kolor,positive
so lila asul berde dilaw orange pula puti,neutral
sabi ninda silaw adto galin balangaw magrani kanato,neutral
paagi atmosphere,neutral
alagad asul langit manay bukong lila dilaw berde,neutral
irungog nonoy maiiling ya boot sabihon buko sirang pareyo,positive
pinalabos nindang maka agi pula dilaw orange silaw pati berde alagad buko so asul,negative
ginigibo ninda asul manay,neutral
sabihon kanako manay ginigibo ninda,neutral
hmm aldow tinama,neutral
inuuntol milyong milyong molecules ngamin asul silaw,neutral
asul asul silaw,neutral
paiyan kandang pinag galinan,neutral
alagad makakairak asul silaw nagpurusaan nagwararakan palibot palibot langit,negative
alagad naging kulay asul,neutral
matood raw adto manay matood raw adto,neutral
diri masabi nonoy diri masabi,negative
alagad so ngamin nabasa libro yan sinabi ninda,neutral
diskrubihun,positive
tauno kolor asul langit,neutral
galin aldow ngamin kolor balangaw,neutral
pula orange dilaw berde asul indigo lila,neutral
gas molecules atmosphere nakikiusad muna aldow bago makaabot kanatong mata,neutral
kada kolor solo agko magkairibang wavelenght electromagnetic radiation,neutral
magkaibang wavelenght buko sanang migresulta magkairibang kolor alagad sinda magkairiba base iwag,neutral
purbaran ading eksperimento,positive
tauno raw langit kolor orange pula gabe mangitngit,neutral
purbaran ading aktibiti madiskubre,positive
kaipuhan malinaw basong puno tubig gatikot gatas posporo,neutral
gigibohon,neutral
suluan posporo baso agko tubig,neutral
naiiling solo san tubig,neutral
ilingang maray,positive
magbutang gatikot turo gatas tubig suluan posporo san baso,neutral
oras maiiling mas naiiling solo,neutral
butangan gatikat turo gatas nguwan maiiling solo baso kolor asul,neutral
tauno nangyari,neutral
nagbutang primerong turo gatas tubig bilang molecules nagrurugang,neutral
taba protina gatas winarak solo marig mailing,neutral
nagrurugang kang molecules paagi rugang gatas mas nagwawarak so solo lalo kolor asul agko lukot wavelenght,neutral
misteryu itlog,neutral
malakaparamasid kakay bagaybagay dawa pitong taon,positive
sana iniidolo sherlock holmes pagaarugon,positive
sige libotlibot sadto pagabayan bitbit magnifying,neutral
glass ngod babayi notebook,neutral
isinusurat nababayad naoobserbaran,neutral
arog alimbawa setyembre 6 lunes,neutral
agko nabayad sadit itlog dawon masitas inay,neutral
itlog raw,neutral
setyembre 8 miyerkules diri nanggad isi itlog unong ayop insekto isadi dawon,neutral
setyembre 10 biyernes naimsa itlog,neutral
nagluwas sadto sadit naulod,neutral
setyembre 12 domingo lang daling nagdakulo ulod,neutral
maray ading magkaon,positive
kinakaon dawon nauuptan,neutral
setyembre 18 sabado mas lalong nagdakulo ulod nagparaburubalyo sadto ibang ibang dawon nagparakaon,neutral
setyembre 20 lunes nauda ulod sadto dawon sadto,neutral
araning sanga agko nabayad nagkakalay napuputos berdeng,neutral
dawon,neutral
setyembre 25 sabado uda nagbago sadto nakakalay kulor berde,neutral
nanggad itsura kulor,neutral
setyembre 30 huwebes uda nanggad nagbabago sadto nakabitay kulor berde,neutral
raw luog kadto,neutral
oktubre 5 martes nalalangkag pagulat sadto nakakalay kulor berde,positive
raw kadto butang,neutral
oktubre 8 biyernes ah isi alibangbang palan luog,neutral
kadtong berdeng nakalaylay nagpuon itlog naging ulod pangala,neutral
pirang aldow ulod nagin alibangbang ngalas sabi kakay,positive
oktubre 11 lunes agko naman napurot sadit bagana bato,neutral
malang kintab kulor yellow ibinutang palad linnayog,neutral
bagana alibangbang sana,neutral
nagpabakal isura mamay,neutral
nagpapabakal 1 isura mamay,neutral
nagpabakal mamay isura saudan,neutral
pira ngamin isura naipabakal mayna magbilang,neutral
ngayamon ninda muna milan,neutral
anuradha,neutral
nakapauli galin zoo sindi muna milan,neutral
kabalang nguwan,neutral
baoo,neutral
akong elepante,neutral
pabo nguwan,neutral
rhino,neutral
akong kuneho,neutral
tigre,neutral
kaipuwan ng maturog,neutral
punduwon sulo inay,neutral
binuksan muna mata,neutral
akong kuwaw,neutral
nakapauli sindi muna milan galin zoo namuya sinda,positive
nagaraambog ayop nabayad ninda kayang ayop nabayad ninda,positive
unang panawon gatingay sana nakaistar sumagang,neutral
uda ibang pagkukuan tubig tawo kindi tubig sana uran,neutral
nagkapirang nakaistar sumagang tribo cimarron,neutral
apo iraya anamamayo tribo,neutral
agko igin lalaki ngaran iraga,neutral
pagtanom anggan pagrakop layas ayop kandang,neutral
ikinabubuway pirming sadto bukid lalaking cimarron,neutral
tanganing magbantay pananom mangbitik upon,neutral
lraga pinakamaurot paratanom interong tribo lya agko,positive
pinakamaiwas tanuman batag kamote kamoteng kawoy,positive
biyong pagaagawan ginusi innuuli,positive
biglang innabot alawig taginit basang innuuran,negative
pinnuon maggaralinan ibang tawo sumagang sana,negative
natagak cimarron nagtutubod tatabangan,neutral
gugurang diyos uroaldow sirang nagaapag nagaatang,positive
gugurang tanganing maguran alagad raw adto lalo,negative
inninit biyo panawon,negative
diri miguban ngod migtios migalop,negative
kaipwanan makiusip gugurang mamundong sabi apo,neutral
lraya kaipwanan nirang magayat tabang alagad makakausip,neutral
sana gugurang tuyuwon sadto pinakataas parte bukid,neutral
aldow isinubol apo iraya ngamin lalaking cimarron,neutral
tumukad sadto pinakaitaas bukid asog,neutral
